Ticker,Name,Sector,Score,Tier,Session,PM Change %,PM Volume,PM Price,Prev Close,Gap %,L1 Catalyst,L2 Volume,L3 Price,L4 RS,L5 Options,Data Sources
MCO,Moody's Corporation,Financial Services,2,SKIP,after-hours,2.2,660398,451.35,449.15,0.49,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 6.4% of ADV (need ≥20%),Testing/reclaiming 50-day MA (447.42); Pre-mkt price above prior VWAP proxy (451.14),Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
IDXX,"IDEXX Laboratories, Inc.",Healthcare,2,SKIP,after-hours,-2.58,455254,562.16,564.74,-0.46,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 6.9% of ADV (need ≥20%),Testing/reclaiming 50-day MA (563.09),Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
NTRS,Northern Trust Corporation,Financial Services,1,SKIP,after-hours,-2.59,906398,170.47,173.06,-1.5,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 8.8% of ADV (need ≥20%),Gap -1.5% — no key level break,Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
COF,Capital One Financial Corporation,Financial Services,1,SKIP,after-hours,-2.53,6050365,180.67,183.2,-1.38,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 12.6% of ADV (need ≥20%),Gap -1.4% — no key level break,Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
AAPL,Apple Inc.,Technology,1,SKIP,after-hours,-3.89,64824174,307.34,311.23,-1.25,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 13.6% of ADV (need ≥20%),Gap -1.2% — no key level break,Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
ODFL,"Old Dominion Freight Line, Inc.",Industrials,1,SKIP,after-hours,-2.95,2110153,242.57,245.52,-1.2,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 11.4% of ADV (need ≥20%),Gap -1.2% — no key level break,Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
BKNG,Booking Holdings Inc.,Consumer Cyclical,1,SKIP,after-hours,-1.65,7507360,165.84,167.49,-0.99,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 10.0% of ADV (need ≥20%),Gap -1.0% — no key level break,Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,1,SKIP,after-hours,4.55,1072265,467.07,462.52,0.98,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 11.7% of ADV (need ≥20%),Gap +1.0% — no key level break,Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
ITW,Illinois Tool Works Inc.,Industrials,1,SKIP,after-hours,1.6,1137117,252.72,251.12,0.64,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 8.5% of ADV (need ≥20%),Gap +0.6% — no key level break,Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
AXP,American Express Company,Financial Services,1,SKIP,after-hours,-1.88,2163617,310.65,312.53,-0.6,"EPS surprise -100.0%; Analyst maintain today; 5 article(s) — ""Battery X Metals Announces Closing of First Tranche of Priva"" (Accesswire)",Pre-mkt vol 6.9% of ADV (need ≥20%),Gap -0.6% — no key level break,Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
MSCI,MSCI Inc.,Financial Services,1,SKIP,after-hours,-3.41,300457,615.46,618.87,-0.55,"EPS surprise -100.0%; Analyst upgrade today; 5 article(s) — ""ROSEN, TOP RANKED INVESTOR COUNSEL, Encourages Graphic Packa"" (Newsfile Corp)",Pre-mkt vol 4.3% of ADV (need ≥20%),Gap -0.6% — no key level break,Stock +0.0% — insufficient RS edge,No notable options signal,L1:[FMP|SEC EDGAR]  L2:[FMP|computed]  L3:[FMP]  L4:[FMP]  L5:[Unusual Whales|yfinance]
